name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Old Miller Hospital,42.99674761100015,-84.17455827099991,building,2012,,,https://catalog.archives.gov/id/25338476,Shiawassee,Owosso
Menominee County Courthouse,45.10714397000004,-87.61310621099994,building,2012,,,https://catalog.archives.gov/id/25340117,Menominee,Menominee
Curwood Castle,42.99280295100009,-84.17525424599995,building,2012,,,https://catalog.archives.gov/id/25340476,Shiawassee,Owosso
"Calkins, Charles H., House",42.82420712600003,-84.21790747899985,building,2012,,,https://catalog.archives.gov/id/25340470,Shiawassee,Perry
Huron Islands Lighthouse,46.96320332100014,-87.9996012869999,building,2012,,,https://catalog.archives.gov/id/25340089,Marquette,Big Bay
"Stuart, Robert, House",45.84982048200004,-84.61876921399994,building,2012,,,https://catalog.archives.gov/id/25339962,Mackinac,Mackinac Island
"Shelden, Ransom B., House",47.12076753300004,-88.55359927399991,building,2012,,,https://catalog.archives.gov/id/25339387,Houghton,Houghton
Elmwood,46.49583202300004,-84.33137206799991,building,2012,,,https://catalog.archives.gov/id/25339139,Chippewa,Sault Ste. Marie
Union School,42.997717683000126,-84.56081649499991,building,2012,,,https://catalog.archives.gov/id/25339190,Clinton,St. Johns
Third Reformed Church of Holland,42.785292992000095,-86.11254510499998,building,2012,,,https://catalog.archives.gov/id/25340396,Ottawa,Holland
"Geary, Mathew, House",45.85052918200006,-84.61822374199994,building,2012,,,https://catalog.archives.gov/id/25339960,Mackinac,Mackinac Island
Federal Building,42.73198170800015,-84.55623176699993,building,2012,,,https://catalog.archives.gov/id/25337945,Ingham,Lansing
Strand Theatre and Arcade,42.73187998200006,-84.55147194099999,building,2012,,,https://catalog.archives.gov/id/25337975,Ingham,Lansing
First Baptist Church,42.73572409000018,-84.55437458199992,building,2012,,,https://catalog.archives.gov/id/25337955,Ingham,Lansing
Masonic Temple Building,42.73192173900008,-84.55342468699985,building,2012,,,https://catalog.archives.gov/id/25337949,Ingham,Lansing
"Knapp, J.W., Company Building",42.73109632600006,-84.55272425399988,building,2012,,,https://catalog.archives.gov/id/25337947,Ingham,Lansing
Hall-Fowler Memorial Library,42.98363659900013,-85.06223652499989,building,2012,,,https://catalog.archives.gov/id/25339535,Ionia,Ionia
Dodge Mansion,42.750982967000134,-84.55206394299995,building,2012,,,https://catalog.archives.gov/id/25339495,Ingham,Lansing
Ingham County Courthouse,42.57892220800011,-84.44275850099997,building,2012,,,https://catalog.archives.gov/id/25339527,Ingham,Mason
"Ferry, Edward P., House",43.059725754000105,-86.22725958499991,building,2012,,,https://catalog.archives.gov/id/25340368,Ottawa,Grand Haven
First Congregational Church,47.188618770000176,-88.41090162199998,building,2012,,,https://catalog.archives.gov/id/25339419,Houghton,Lake Linden
"Barry, Gov. John S., House",41.84567009400007,-85.67206844799995,building,2012,,,https://catalog.archives.gov/id/25340555,St. Joseph,Constantine
Grove Hill New Mission Church,45.05756228800015,-85.58622885999995,building,2012,,,https://catalog.archives.gov/id/25339846,Leelanau,Omena
Graham House,42.93446917000016,-85.34196314499991,building,2012,,,https://catalog.archives.gov/id/25339720,Kent,Lowell
"Nice, Philip, House",42.583011272000086,-84.44763619199996,building,2012,,,https://catalog.archives.gov/id/25337961,Ingham,Mason
Presque Isle County Courthouse,45.357904843000135,-84.22982889299999,building,2012,,,https://catalog.archives.gov/id/25340400,Presque Isle,Onaway
Portage Street Fire Station,42.27957945600013,-85.56993157299996,building,2012,,,https://catalog.archives.gov/id/25339661,Kalamazoo,Kalamazoo
Mason District Number 5 Schoolhouse,41.776047759000164,-85.89772863499996,building,2012,,,https://catalog.archives.gov/id/25339080,Cass,Edwardsburg
Richardson Silk Mill,43.0986968630001,-85.23400294899993,building,2012,,,https://catalog.archives.gov/id/25339547,Ionia,Belding
Lobb House,46.41046957100013,-86.65732688199996,building,2012,,,https://catalog.archives.gov/id/25338809,Alger,Munising
Antrim County Courthouse,44.97574165600013,-85.20807192699993,building,2012,,,https://catalog.archives.gov/id/25338848,Antrim,Bellaire
Elk Rapids Township Hall,43.277006682000035,-85.45975001799991,building,2012,,,https://catalog.archives.gov/id/25338854,Antrim,Elk Rapids
Hughes House,44.89692107000019,-85.41791883199994,building,2012,,,https://catalog.archives.gov/id/25338852,Antrim,Elk Rapids
"Richardi, Henry, House",44.98028019200012,-85.2104673959999,building,2012,,,https://catalog.archives.gov/id/25338850,Antrim,Bellaire
Barry County Courthouse Complex,42.64821634600002,-85.29003791399998,building,2012,,,https://catalog.archives.gov/id/25338881,Barry,Hastings
Mills Community House,44.61896827900017,-86.10140757099987,building,2012,,,https://catalog.archives.gov/id/25338919,Benzie,Benzonia
Paine Bank,41.826515090000036,-86.24728346999994,building,2012,,,https://catalog.archives.gov/id/25338933,Berrien,Niles
Shiloh House,42.100866237000155,-86.4325232189999,building,2012,,,https://catalog.archives.gov/id/25338969,Berrien,Benton Harbor
Union Meat Market,41.79920140100006,-86.61169720299989,building,2012,,,https://catalog.archives.gov/id/25338939,Berrien,Three Oaks
Penn Central Railway Station,42.32135968900018,-85.18161793399999,building,2012,,,https://catalog.archives.gov/id/25339056,Calhoun,Battle Creek
"Hitchcock, George and Martha, House",43.83640135000018,-84.86468688699988,building,2012,,,https://catalog.archives.gov/id/25339184,Clare,Farwell
East Ward School,43.001784563000164,-84.54887793899996,building,2012,,,https://catalog.archives.gov/id/25339188,Clinton,St. Johns
Dickinson County Courthouse and Jail,45.81725950200012,-88.06256838199994,building,2012,,,https://catalog.archives.gov/id/25339224,Dickinson,Iron Mountain
Hance House,42.43948202200005,-84.92138015399992,building,2012,,,https://catalog.archives.gov/id/25339258,Eaton,Olivet
"Reynolds, Isaac N., House",42.51361285500019,-84.6510615329999,building,2012,,,https://catalog.archives.gov/id/25339234,Eaton,Eaton Rapids
Chesapeake & Ohio Railway Station,45.37529753900002,-84.95921570999997,building,2012,,,https://catalog.archives.gov/id/25339271,Emmet,Petoskey
"Raynor, John, House",42.57850246000003,-84.43124886299995,building,2012,,,https://catalog.archives.gov/id/25337969,Ingham,Mason
Cloverland Hotel,46.092393148000035,-88.64167728699994,building,2012,,,https://catalog.archives.gov/id/25338037,Iron,Iron River
"Cole, Frank W., House",46.09490158800014,-88.33089271399997,building,2012,,,https://catalog.archives.gov/id/25338039,Iron,Crystal Falls
Dober Mining Company House,46.072674022000065,-88.62971274099993,building,2012,,,https://catalog.archives.gov/id/25338073,Iron,Caspian
"Ericson, Rudolf, House",46.08998159600003,-88.64665036699988,building,2012,,,https://catalog.archives.gov/id/25338085,Iron,Iron River
"Harte, H.W., Block-Chrystal Falls Village Hall",46.09684792400008,-88.33378565299995,building,2012,,,https://catalog.archives.gov/id/25338089,Iron,Crystal Falls
"Huse, Frank C., House",46.09189173100003,-88.33431289999987,building,2012,,,https://catalog.archives.gov/id/25338017,Iron,Crystal Falls
Lincoln School,46.10068643600004,-88.6407592199999,building,2012,,,https://catalog.archives.gov/id/25338021,Iron,Iron River
"MacKinnon, Alexander, House",46.0936786090001,-88.63990442499994,building,2012,,,https://catalog.archives.gov/id/25338105,Iron,Iron River
"McLean, John S., House",46.08416723800013,-88.63160344799995,building,2012,,,https://catalog.archives.gov/id/25338077,Iron,Stambaugh
"Stolberg, Charles, House",46.08544332700012,-88.63047703599995,building,2012,,,https://catalog.archives.gov/id/25338027,Iron,Stambaugh
"Sturgeon, Robert H., House",46.09377969700011,-88.63913126599994,building,2012,,,https://catalog.archives.gov/id/25338135,Iron,Iron River
St. Mary's Assumption Catholic Church,46.089287951000074,-88.64481881899997,building,2012,,,https://catalog.archives.gov/id/25338095,Iron,Iron River
"Swanson, John, House",46.08416354800004,-88.63186201399986,building,2012,,,https://catalog.archives.gov/id/25338003,Iron,Stambaugh
Goodspeed Brothers Building,42.966746707000134,-85.67185007299992,building,2012,,,https://catalog.archives.gov/id/25339707,Kent,Grand Rapids
Third Reformed Church,42.96119934700016,-85.64413710099996,building,2012,,,https://catalog.archives.gov/id/25339667,Kent,Grand Rapids
U.S. Post Office,42.96612999600017,-85.66836869799988,building,2012,,,https://catalog.archives.gov/id/25339712,Kent,Grand Rapids
Holy Redeemer Church,47.45646120900017,-88.16517355599997,building,2012,,,https://catalog.archives.gov/id/25339777,Keweenaw,Eagle Harbor
Adrian Public Library,41.89710823800011,-84.03697372599999,building,2012,,,https://catalog.archives.gov/id/25339887,Lenawee,Adrian
"Croswell, Gov. Charles, House",41.899874512000046,-84.03250632999995,building,2012,,,https://catalog.archives.gov/id/25339914,Lenawee,Adrian
"Hall, Dr. Leonard, House",41.85494241700018,-84.35692582299998,building,2012,,,https://catalog.archives.gov/id/25339885,Lenawee,Hudson
"Thompson, Gamaliel, House",41.85162854600014,-84.35381017199995,building,2012,,,https://catalog.archives.gov/id/25339872,Lenawee,Hudson
Paw Paw City Hall,42.21815678600018,-85.89141969399992,building,2012,,,https://catalog.archives.gov/id/25340595,Van Buren,Paw Paw
"Bailey, Liberty Hyde, Birthplace",42.39199166800017,-86.26378750999993,building,2012,,,https://catalog.archives.gov/id/25340589,Van Buren,South Haven
Marquette City Hall,46.54381326500009,-87.39597888399993,building,2012,,,https://catalog.archives.gov/id/25340073,Marquette,Marquette
Ishpeming Municipal Building,46.488399836000035,-87.66814562299987,building,2012,,,https://catalog.archives.gov/id/25340077,Marquette,Ishpeming
Call House,46.5454809360001,-87.38459174499991,building,2012,,,https://catalog.archives.gov/id/25340039,Marquette,Marquette
"Chambers, John, House",45.867343029999965,-84.72328541899992,building,2012,,,https://catalog.archives.gov/id/25339952,Mackinac,St. Ignace
Michigan Central Railroad Mason Depot,42.58276036299997,-84.44849942399998,building,2012,,,https://catalog.archives.gov/id/25337985,Ingham,Mason
Hutzler's Barn,45.03766695000013,-86.11456124999984,building,2012,,,https://catalog.archives.gov/id/25339816,Leelanau,Leland
Edisen Fishery,48.08946438599997,-88.58263982999995,building,2012,,,https://catalog.archives.gov/id/25339753,Keweenaw,Isle Royale National Park
Sleeping Bear Inn,44.90418165400018,-86.0273120419999,building,2012,,,https://catalog.archives.gov/id/25339838,Leelanau,Glen Haven
Sleeping Bear Point Life Saving Station,44.90851069400008,-86.03357292899994,building,2012,,,https://catalog.archives.gov/id/25339828,Leelanau,Glen Haven
Warren Featherbone Company Office Building,41.801296421000075,-86.61062528199994,building,2012,,,https://catalog.archives.gov/id/25338944,Berrien,Three Oaks
"Lilienfeld, David, House",42.289534129000174,-85.58838620799992,building,2012,,,https://catalog.archives.gov/id/25338187,Kalamazoo,Kalamazoo
Central School,42.73637681999997,-84.48887235299998,building,2012,,,https://catalog.archives.gov/id/25339497,Ingham,East Lansing
"Horton, William, Farmhouse",42.86369222000012,-84.19765091699996,building,2012,,,https://catalog.archives.gov/id/25340460,Shiawassee,Morrice
"Jacobs, Eugene, House",43.00499190700013,-84.17295357499995,building,2012,,,https://catalog.archives.gov/id/25338486,Shiawassee,Owosso
Wright-Brooks House,42.272816006000085,-84.95331944699994,building,2012,,,https://catalog.archives.gov/id/25339004,Calhoun,Marshall
Wright-Brooks House,46.272788997000134,-84.9534154879999,building,2012,,,https://catalog.archives.gov/id/25339004,Calhoun,Marshall
"Dwight, Austin H., and Frankie A., Summer House",42.58236201700009,-85.51429654099985,building,2012,,,https://catalog.archives.gov/id/25338875,Barry,Shelbyville
"Brooks, Harold C., House",42.27456131400008,-84.96383709999998,building,2012,,,https://catalog.archives.gov/id/25339022,Calhoun,Marshall
"Brooks, Harold C., House",42.27420577400016,-84.96359388399992,building,2012,,,https://catalog.archives.gov/id/25339022,Calhoun,Marshall
Old Cadillac City Hall,44.251287406000074,-85.400553163,building,2012,,,https://catalog.archives.gov/id/25341190,Wexford,Cadillac
Shelden-Dee Block,47.122252099000086,-88.56682620599997,building,2012,,,https://catalog.archives.gov/id/25339381,Houghton,Houghton
Petoskey Grocery Company Building,45.371386042000154,-84.95692987699994,building,2012,,,https://catalog.archives.gov/id/25337779,Emmet,Petoskey
"Fochtman, Gerhard, House",45.36862108200017,-84.95332598399989,building,2012,,,https://catalog.archives.gov/id/25337751,Emmet,Petoskey
Stout House,45.370565813000034,-84.95134021399997,building,2012,,,https://catalog.archives.gov/id/25337746,Emmet,Petoskey
Trinity Evangelical Church,45.37055816400004,-84.95593801099993,building,2012,,,https://catalog.archives.gov/id/25337793,Emmet,Petoskey
"VanZolenburg, Jacob, House",45.37214448300011,-84.95907368299993,building,2012,,,https://catalog.archives.gov/id/25337765,Emmet,Petoskey
Zion Evangelical Lutheran Church,45.36968827100008,-84.95762953399998,building,2012,,,https://catalog.archives.gov/id/25337797,Emmet,Petoskey
"Fryman, Meyer, House",45.37311576300016,-84.95801703199999,building,2012,,,https://catalog.archives.gov/id/25337732,Emmet,Petoskey
"Hobbins, Bert and John, House",45.36773430600015,-84.95910457799984,building,2012,,,https://catalog.archives.gov/id/25337742,Emmet,Petoskey
Hosman and Wheeler Meat Market,45.3705514030001,-84.96564413099992,building,2012,,,https://catalog.archives.gov/id/25337789,Emmet,Petoskey
"Kabler, John, House",45.37129605600011,-84.96702225199988,building,2012,,,https://catalog.archives.gov/id/25337734,Emmet,Petoskey
"Lesher, Frank, House",45.36496159100016,-84.96009815199994,building,2012,,,https://catalog.archives.gov/id/25337775,Emmet,Petoskey
"Malin, A., House",45.36869994200008,-84.96277329099996,building,2012,,,https://catalog.archives.gov/id/25337753,Emmet,Petoskey
"Markle, George and Eugene, House",45.37063569400004,-84.94520765499999,building,2012,,,https://catalog.archives.gov/id/25337755,Emmet,Petoskey
"McManus, George, House",45.371964569000106,-84.95908015399993,building,2012,,,https://catalog.archives.gov/id/25337744,Emmet,Petoskey
"Meyers, Elias, House",45.36884797800008,-84.96098010599992,building,2012,,,https://catalog.archives.gov/id/25337757,Emmet,Petoskey
"Nyman, John, House",45.36871699300018,-84.95868612599992,building,2012,,,https://catalog.archives.gov/id/25337736,Emmet,Petoskey
Petoskey Public Works Utility Building,45.37556284900012,-84.95895072699989,building,2012,,,https://catalog.archives.gov/id/25337801,Emmet,Petoskey
"Rehkopf, Phillip, House",45.368486871000144,-84.95588490899996,building,2012,,,https://catalog.archives.gov/id/25337763,Emmet,Petoskey
