name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Warren Historical And Genealogical Society,42.53427,-83.05509,HSC,,,,,,Macomb,
Blissfield Area Historical Society,41.9749,-84.27904,HSC,,,,,,Lenawee,
Greater Washington Area Historical Society,42.72374,-83.0497,HSC,,,,,HTTP://WWW.WASHHISTSOC.ORG,Macomb,
Metamora Historical Society,42.9415,-83.28766,HSC,,,,,HTTP://WCRDRR716.NING.COM/MAIN/AUTHORIZATION/SIGNIN?TARGET=HTTP%3A%2F%2FWCRDRR716.NING.COM%2FMAIN,Lapeer,Metamora
Sturgeon Valley Historical Society,46.8369,-88.6502,HSC,,,,,,Baraga,Pelkie
New Baltimore Historical Society,42.6799,-82.73545,HSC,,,,,,Macomb,
South Lyon Area Historical Society,42.4545,-83.65306,HSC,,,,,HTTP://WWW.SOUTHLYONMI.ORG/1/223/HISTORY_OF_SOUTH_LYON.ASP,Oakland,South Lyon
Historical Society Of Bedford,41.7763,-83.57695,HSC,,,,,HTTP://WWW.BEDFORDHISTORICALSOCIETY.ORG/,Monroe,
Canton Historical Society,42.3291,-83.47842,HSC,,,"Local history, housed in a historic one room schoolhouse",,https://en.wikipedia.org/wiki/The_Canton_Historical_Society_and_Museum,Wayne,Canton
Grosse Pointe Historical Society,42.41028,-82.89148,HSC,,,,,HTTP://WWW.GPHISTORICAL.ORG,Wayne,Grosse Pointe Farms
Gratiot County Historical Society,43.29175,-84.60961,HSC,,,Tours operated through Port Huron Museum,,HTTP://WWW.GCHGS.ORG,Gratiot,Ithaca
Huron Valley Railroad Historical Society,42.34006,-83.88445,HSC,,,,,,Washtenaw,
Romulus Historical Society,42.22117,-83.39421,HSC,,,[5][56],,https://en.wikipedia.org/wiki/Romulus_Historical_Museum?action=edit&redlink=1,Wayne,Romulus
Sanford Historical Society,43.69664,-84.39451,HSC,,,,,HTTP://WWW.SANFORDHIST.ORG,Midland,Sanford
Dryden Historical Society,42.93837,-83.1414,HSC,,,,,,Lapeer,Dryden
Garden Peninsula Historical Society,45.74373,-86.59298,HSC,,,,,,Delta,Garden
Mayville Area Historical Museum,43.33696,-83.33648,HSC,,,website,,https://en.wikipedia.org/wiki/Mayville_Area_Museum_of_History?action=edit&redlink=1,Tuscola,Mayville
Montrose Area Historical Association,43.17724,-83.89041,HSC,,,,,HTTP://MONTROSEMUSEUM.ORG/,Genesee,Montrose
Hanover Horton Area Historical,42.10248,-84.54745,HSC,,,,,HTTP://CONKLINREEDORGANMUSEUM.ORG/,Jackson,Hanover
Ford Homes Historic District Mcfadden Ross House,42.30257,-83.25926,HSC,,,,,HTTP://WWW.FORDHOMES.ORG,Wayne,
Holland Area Historical Society,42.78859,-86.1046,HSC,,,"Dutch paintings and decorative arts, Lake Michigan maritime history, industry, immigration",,HTTP://JOINTARCHIVES.ORG/,Ottawa,Holland
Waterloo Natural History Association,42.32759,-84.06947,HSC,,,,,HTTP://WWW.WNHA.ORG,Washtenaw,
Greenbush Historical Society,44.55364,-83.32455,HSC,,,,,,Alcona,
Luce County Historical Society,46.35266,-85.51354,HSC,,,Combination jail and sheriff's residence,,https://en.wikipedia.org/wiki/Luce_County_Sheriff's_House_and_Jail,Luce,Newberry
Coopersvile Area Historical Society,43.0639,-85.93539,HSC,,,,,,Ottawa,
Iosco County Historical Society,44.28025,-83.48663,HSC,,,"website, operated by the Iosco County Historical Society",,HTTP://WWW.IOSCOMUSEUM.ORG,Iosco,East Tawas
Historical Society Of Clinton,42.07266,-83.96447,HSC,,,website,,HTTP://WWW.CLINTHIS.ORG/,Lenawee,Clinton Charter Township
White Pine Historical Society,43.8362,-84.79386,HSC,,,"Operated by the Mason County Historical Society, 25 buildings",,HTTP://WWW.HISTORICWHITEPINEVILLAGE.ORG/,Clare,Ludington
Gladwin County Historical Society,43.98057,-84.48827,HSC,,,"website, includes 2 restored cabins and a schoolhouse, farm and blacksmith tools, furniture, dishes, clothing, books, photos, operated by the Gladwin County Historical Society",,HTTP://WWW.GLADWINHISTORY.ORG,Gladwin,Gladwin
Hartland Area Historical Society,42.6553,-83.75414,HSC,,,,,HTTP://WWW.HARTLANDAREAHISTORY.ORG,Livingston,Hartland
Webster Township Historical Society,42.36769,-83.82313,HSC,,,"Operated by the Webster Township Historical Society, complex includes Town Hall, school, blacksmith shop[72]",,https://en.wikipedia.org/wiki/Webster_Township_Museum?action=edit&redlink=1,Washtenaw,Dexter
Elk Rapids Area Historical Society,44.89666,-85.41681,HSC,,,operated by the Elk Rapids Area Historical Society in a former church,,HTTP://ELKRAPIDSHISTORY.ORG/HOME0.ASPX,Antrim,Elk Rapids
Keweenaw County Historical Society,47.45511,-88.12233,HSC,,,"Rotating exhibits about local history, natural history, science and culture",,HTTP://WWW.KEWEENAWHISTORY.ORG/,Keweenaw,Houghton
Historical Society Of St Clair Shores,42.49642,-82.88857,HSC,,,"website, collection of farm equipment",,https://en.wikipedia.org/wiki/St._Clair_County_Farm_Museum?action=edit&redlink=1,Macomb,Goodells
Buchanan Preservation Society,41.82879,-86.4263,HSC,,,,,,Berrien,Buchanan
Athens Area Historical Society,42.08762,-85.23565,HSC,,,,,,Calhoun,Athens
Novi Historical Society,42.47549,-83.47531,HSC,,,,,,Oakland,
Tecumseh Area Historical Society,42.00401,-83.94179,HSC,,,"History of the communities around Tecumseh, including Macon, Ridgeway, Tipton and Britton",,https://en.wikipedia.org/wiki/Tecumseh_Area_Historical_Museum,Lenawee,Tecumseh
Otsego County Historical Society,45.02747,-84.67781,HSC,,,"website, operated by the Otsego County Historical Society",,HTTP://WWW.OTSEGO.ORG/OCHS/,Otsego,Gaylord
Galien Woods Historical Society,41.79919,-86.50094,HSC,,,,,,Berrien,
Bay Mills-Brimley Historical Research Society,46.42107,-84.60057,HSC,,,website,,HTTP://WWW.BAYMILLSBRIMLEYHISTORY.ORG/,Chippewa,Bay City
Kinross Heratage Society,46.26862,-84.49979,HSC,,,,,,Chippewa,
Muskegon Railroad Historical Society,43.233,-86.25685,HSC,,,,,HTTP://WWW.MRHS-ONLINE.ORG/NEWS.PHP,Muskegon,Muskegon
Pickford Historical Society,46.15784,-84.34615,HSC,,,Operated by the Pickford Area Historical Society,,HTTP://WWW.HSMICHIGAN.ORG/PICKFORD/,Chippewa,Pickford
Central Lake Area Historical Society,45.07308,-85.26129,HSC,,,,,HTTP://ELDENJ.ANGELFIRE.COM/,Antrim,
Indian Village Historical Collections,42.36451,-82.99268,HSC,,,,,HTTP://WWW.INDIANVILLAGEDETROIT.ORG/HISTORICAL-COLLECTIONS,Wayne,Detroit
Saginaw Valley Railroad Historical Society,43.40767,-83.98512,HSC,,,,,,Saginaw,Saginaw
A P B A Historical Society,42.46497,-82.9394,HSC,,,,,HTTP://WWW.APBA.ORG/,Macomb,
Ixl Historical Museum,45.71799,-87.63554,HSC,,,Former lumber and hardwood manufacturing village,,HTTP://WWW.HERMANSVILLE.COM/IXLMUSEUM/DEFAULT.HTM,Menominee,Hermansville
Pentwater Historical Society,43.79577,-86.40446,HSC,,,visitors can use Guide by Cell for narration,,HTTP://PENTWATERHISTORICALSOCIETY.ORG,Oceana,Pentwater
Mid-Michigan Railway Historical Society,43.0223,-83.68683,HSC,,,,,,Genesee,
Ironwood Area Historical Society,46.45534,-90.17165,HSC,,,,,,Gogebic,Ironwood
Great Lakes Lighthouse Keepers Association,45.78643,-84.7314,HSC,,,,,HTTP://WWW.GLLKA.COM,Cheboygan,Mackinaw City
Drummond Historical Museum,45.99395,-83.74585,HSC,,,[23],,https://en.wikipedia.org/wiki/Drummond_Island_Historical_Museum?action=edit&redlink=1,Chippewa,Drummond Island
Historical Society Of Cheboygan County,45.62884,-84.47711,HSC,,,"website, operated by the History Center of Cheboygan County, includes log cabin, 1882 sheriff residence with attached jail cells, jail addition built in 1912–14, Spies Heritage Hall with local history exhibits",,HTTP://WWW.CHEBOYGANHISTORYCENTER.ORG,Cheboygan,Cheboygan
Allendale Historical Society,42.96959,-85.93324,HSC,,,,,HTTP://HISTORICALSOCIETYOFALLENDALE.VPWEB.COM/,Ottawa,Allendale
Prairie Historical Society,42.23441,-85.34501,HSC,,,,,,Kalamazoo,
Macomb County Historical Society,42.59892,-82.8844,HSC,,,,,HTTP://WWW.CROCKERHOUSEMUSEUM.COM,Macomb,
Pine River Area Historical Society,44.11699,-85.43098,HSC,,,"website, history of the St. Mary's River and its inhabitants",,https://en.wikipedia.org/wiki/River_Of_History_Museum?action=edit&redlink=1,Osceola,Sault Ste. Marie
Alcona Historical Society,44.65827,-83.34057,HSC,,,,,HTTP://WWW.ALCONAHISTORICALSOCIETY.COM/,Alcona,
Negaunee Historical Society,46.50124,-87.60422,HSC,,,"website, operated by the Negaunee Historical Society, area iron mining, 19th century living room, local history and culture",,HTTP://WWW.NEGAUNEEHISTORY.ORG/,Marquette,Negaunee
Rockwood Area Historical Society,42.06992,-83.25037,HSC,,,Operated by the Rockwood Area Historical Society[5][55],,HTTPS://WWW.FACEBOOK.COM/ROCKWOODAREAHISTORICALSOCEITY,Wayne,Rockwood
Ferndale Historical Society,42.45905,-83.1436,HSC,,,"website, operated by the Ferndale Historical Society",,HTTP://WWW.FERNDALE-MI.COM,Oakland,Ferndale
Rose City Area Historical Society,44.44137,-84.12717,HSC,,,,,,Ogemaw,
Mason Area Historical Society,42.57809,-84.44104,HSC,,,website,,HTTP://WWW.MASONMUSEUM.COM,Ingham,Mason
Ogemaw Genealogical & Historical Society,44.27522,-84.24134,HSC,,,Operated by the Ogemaw Genealogical & Historical Society[47],,HTTP://WESTBRANCH.COM/OGEMAW_GENEALOGICAL.HTM,Ogemaw,West Branch
Brighton Area Historical Society,42.51471,-83.78361,HSC,,,,,HTTP://WWW.BRIGHTONAREAHISTORICAL.COM/,Livingston,
St Joseph County Historical Society,41.91907,-85.51708,HSC,,,"Located in the carriage house of the Henry A. Chapin House, exhibits include Fort St. Joseph, the Underground Railroad in southern Michigan, railroads in Niles' history, Lakota Indian collection",,HTTP://HSTARMANN.WIX.COM:80/SJCHS,St. Joseph,Niles
Capac Community Historical Society,43.01707,-82.92705,HSC,,,"website, collections include the Kempf Model City (a mechanical city, 40 feet (12 m) long and 4 feet (1.2 m) wide), also G.T. RR Caboose",,https://en.wikipedia.org/wiki/Capac_Historical_Society_Museum?action=edit&redlink=1,St. Clair,Capac
Chesaning Area Historical Society,43.18991,-84.11587,HSC,,,"website, operated by the Chesaning Area Historical Society",,HTTP://WWW.CAHS.CHESANING.COM,Saginaw,Chesaning
Our Saviours Historical Society & Museum,44.24312,-86.32069,HSC,,,,,,Manistee,Manistee
Grand Traverse Highlanders,44.7637,-85.64478,HSC,,,Lighthouse and maritime museum located within Leelanau State Park,,https://en.wikipedia.org/wiki/Grand_Traverse_Light,Grand Traverse,Northport
Vicksburg Historical Society,42.1231,-85.52987,HSC,,,"website, operated by the Vicksburg Historical Society, includes the Vicksburg Depot Museum with railroad cars and equipment, a print shop, school house, express office, farm house and barn",,HTTP://WWW.VICKSBURGHISTORY.ORG/INDEX.HTML,Kalamazoo,Vicksburg
Grattan Township Historical Society,43.0846,-85.37099,HSC,,,"website, operated by the Grattan Historical Society",,HTTP://WWW.GRATTANTOWNSHIP.ORG/HISTORICALSOCIETY.HTML,Kent,Belding
Tompkins Center Historical Society,42.36361,-84.46272,HSC,,,website,,HTTP://WWW.TOMPKINSHISTORICAL.ORG/,Jackson,Rives Junction
Rochester Avon Hist Society,42.6784,-83.1341,HSC,,,,,HTTP://WWW.ROCHESTERAVONHISTORICALSOCIETY.ORG/,Oakland,
Bois Blanc Island Historical Society,45.76436,-84.4673,HSC,,,,,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/BOIS-BLANC-ISLAND-HISTORICAL-SOCIETY/,Mackinac,
Railroad Historical Society Of Northwest Michigan,43.03505,-85.67041,HSC,,,,,,Kent,Comstock Park
Octagon House,42.72526,-83.03585,HSC,,,1860 house used as a station on the Underground Railroad,,https://en.wikipedia.org/wiki/Loren_Andrus_Octagon_House,Macomb,Washington
Montmorency County Historical Society,45.06318,-83.93489,HSC,,,,,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/MONTMORENCY-COUNTY-HISTORICAL-SOCIETY/,Montmorency,Atlanta
Pampa Kannada Koota,42.31187,-83.49359,HSC,,,,,,Wayne,
Historic Fort Wayne,42.42316,-82.90541,HSC,,,"Includes 1848 limestone barracks building, 1845 Star Fort, Commanding Officers house, Spanish–American War guard house and the Tuskegee Airmen Museum",,https://en.wikipedia.org/wiki/Fort_Wayne_(Detroit),Wayne,Detroit
Trenton Historical Society,42.13577,-83.2174,HSC,,,"website, operated by the Trenton Historical Commission, Victorian house with local history artifacts",,HTTP://WWW.TRENTONHISTORICALSOCIETY.ORG/,Wayne,Trenton
Almont Community Historical Society,42.92739,-83.04316,HSC,,,,,,Lapeer,
Northfield Township Historical Society,42.41844,-83.7606,HSC,,,,,HTTPS://WWW.FACEBOOK.COM/NTHISTORICALSOCIETY,Washtenaw,
Leroy Area Historical Society,44.03316,-85.44439,HSC,,,,,,Osceola,Leroy
Fallasburg Historical Society,42.9818,-85.32279,HSC,,,"website, operated by the Fallasburg Historical Society, includes the Fallasburg Bridge, a schoolhouse, village cemetery, the Fallasburg Historical Museum and the Misner House Museum",,https://en.wikipedia.org/wiki/Fallasburg_Historical_Village?action=edit&redlink=1,Kent,Vergennes Township
Kalamazoo Latvian Heritage Center,42.29305,-85.62814,HSC,,,,,,Kalamazoo,
4Th Battalion Of Artillery- Continental And Royal A Historical,42.98123,-84.12346,HSC,,,,,,Shiawassee,Corunna
Barryton Area Historical Commission,43.75256,-85.14749,HSC,,,One room schoolhouse and local history museum[8],,https://en.wikipedia.org/wiki/Barryton_Area_Museum?action=edit&redlink=1,Mecosta,Barryton
Lake Odessa Area Historical Society,42.78673,-85.1346,HSC,,,"Operated by the Lake Odessa Area Historical Society, area and railroad history, includes a Pere Marquette Depot built in 1887, a restored Grand Trunk caboose, the Freight Station Museum which houses local historical displays and the Hosford House",,,Ionia,Lake Odessa
Great Lakes Historical And Educational Association,42.52093,-83.50169,HSC,,,,,HTTPS://WWW.FACEBOOK.COM/GREATLAKESHISTORICALANDEDUCATIONALASSOCIATION,Oakland,
Litchfield Area Historical Society,42.0572,-84.75864,HSC,,,,,,Hillsdale,
Mt Pleasant Area Historical Society,43.61099,-84.77682,HSC,,,,,HTTP://WWW.MIFAMILYHISTORY.ORG/ISABELLA/MPHISTORICALSOCIETY/,Isabella,
Livingston County Genealogical Society,42.60907,-83.92822,HSC,,,,,,Livingston,
Grand Ledge Opera House,42.74093,-84.85512,HSC,,,website,,https://en.wikipedia.org/wiki/Grand_Ledge_Area_Historical_Society_Museum?action=edit&redlink=1,Eaton,Grand Ledge
Sebewaing Area Historical Society,43.72608,-83.45496,HSC,,,Operated by the Sebewaing Area Historical Society; also operates the Charles W. Liken House Museum[58][59],,https://en.wikipedia.org/wiki/Sebewaing_Township_Hall?action=edit&redlink=1,Huron,Sebewaing
Grand Marais Historical Society,46.58871,-86.04686,HSC,,,,,,Alger,
Downriver Genealogical Society,42.24396,-83.18042,HSC,,,,,HTTP://DOWNRIVERGENEALOGY.ORG/,Wayne,
Michigan Supreme Court Historical Society,42.73465,-84.56489,HSC,,,"website, exhibits on government and legal system in Michigan",,HTTP://WWW.MICOURTHISTORY.ORG/,Ingham,Lansing
Boston-Saranac Historical Society,42.9273,-85.21044,HSC,,,,,,Ionia,
Memphis Historical Society,42.97677,-82.85748,HSC,,,,,,St. Clair,
White Lake Township Historical Society,42.64803,-83.51036,HSC,,,,,HTTP://WWW.WHITELAKELIBRARY.ORG/WHITELAKE/,Oakland,
Northville Genealogical Society,42.43946,-83.51158,HSC,,,,,,Oakland,
Northern Michigan Antique Flywheelers Club,45.27382,-84.92759,HSC,,,"website, antique gas and steam engines and tractors",,HTTP://WWW.WALLOONLAKEFLYWHEELERS.NET/INDEX.PHP,Charlevoix,South Haven
Gulliver Historical Society,45.97716,-86.03493,HSC,,,,,,Schoolcraft,
Preservation Detroit,42.35415,-83.06571,HSC,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,HTTP://PRESERVATIONDETROIT.ORG,Wayne,Detroit
Detroit Theater Organ Society,42.33121,-83.12272,HSC,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,HTTP://WWW.DTOS.ORG,Wayne,Detroit
Cannon Township Historical Society,43.13058,-85.48242,HSC,,,Operated by the Cannon Township Historical Society[13],,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/CANNON-TOWNSHIP-HISTORICAL-SOCIETY/,Kent,Cannon
Log Cabin Society Of Michigan,42.05299,-86.3737,HSC,,,"Open during the Monroe County Fair, operated by the Monroe County Historical Society[24][25]",,https://en.wikipedia.org/wiki/Eby_Log_Cabin?action=edit&redlink=1,Berrien,Monroe
East Lansing Historical Society,42.74574,-84.4836,HSC,,,,,,Ingham,
New Haven Historical Society,42.73137,-82.78932,HSC,,,,,,Macomb,
Allen Area Historical Society,41.95472,-84.76791,HSC,,,"website, operated by the Bad Axe Historical Society, 1902 Dutch colonial home",,https://en.wikipedia.org/wiki/Allen_House_Museum?action=edit&redlink=1,Hillsdale,Bad Axe
Starkweather Society,42.80303,-83.01347,HSC,,,,,,Macomb,Romeo
Davison Area Historical Society,43.0339,-83.51566,HSC,,,"website, operated by the Davison Area Historical Society",,HTTP://WWW.DAVISONMUSEUM.ORG/,Genesee,Davison
Hemlock Historical Society,43.42042,-84.22011,HSC,,,,,HTTPS://WWW.FACEBOOK.COM/HEMLOCKAREAHISTORICALSOCIETY,Saginaw,
Manitou Islands Memorial Society,44.23321,-84.2492,HSC,,,,,,Ogemaw,
Helena Township Historical Society,44.8787,-85.27653,HSC,,,,,,Antrim,
Michigan Historic Preservation Network,42.7475,-84.5489,HSC,,,,,HTTP://WWW.MHPN.ORG/,Ingham,
Vassar Historical Society,43.36721,-83.58754,HSC,,,,,HTTP://WWW.VASSARHISTORY.ORG,Tuscola,
Mecosta County Historical Society,43.69741,-85.47883,HSC,,,Operated by the Mecosta County Historical Society[43],,https://en.wikipedia.org/wiki/Mecosta_County_Historical_Museum?action=edit&redlink=1,Mecosta,Big Rapids
Saline Area Historical Society,42.13342,-83.7639,HSC,,,"website, operated by the Saline Historical Society",,HTTP://SALINEHISTORY.ORG/,Washtenaw,Saline
Tekonsha Historical Society,42.15977,-85.03873,HSC,,,,,HTTP://WWW.TEKONSHATOWNSHIP.COM/HISTORICAL.HTM,Calhoun,
Historical Society Of Missaukee County,44.35895,-85.16282,HSC,,,,,HTTP://WWW.MIFAMILYHISTORY.ORG/MISSAUKEE/HISTSOC.HTM,Missaukee,Lake City
Lowell Area Historical Association,42.94238,-85.34982,HSC,,,website,,HTTP://WWW.LOWELLMUSEUM.ORG,Kent,Lowell
Harbor Springs Area Historical Society,45.43058,-84.98519,HSC,,,"website, operated by the Harbor Springs Area Historical Society",,HTTP://WWW.HARBORSPRINGSHISTORY.ORG/,Emmet,Harbor Spgs
Algoma Township Historical Society,43.12152,-85.52077,HSC,,,,,HTTP://WWW.ALGOMATWP.ORG,Kent,
Banks Township Historical Society,45.14481,-85.15982,HSC,,,,,,Charlevoix,
Richmond Area Historical And Geneological Society,42.83328,-82.78301,HSC,,,,,HTTP://WWW.RICHMONDHISTORICALSOCIETY.ORG,Macomb,Richmond
Oakfield Pioneer Heritage,43.17416,-85.27674,HSC,,,"website, operated by the Oakfield Pioneer Heritage Society",,https://en.wikipedia.org/wiki/Oakfield_Pioneer_Heritage_Museum?action=edit&redlink=1,Montcalm,Oakfield Township
Saginaw River Marine Historical Society,43.60006,-83.88739,HSC,,,"website, history of the St. Mary's River and its inhabitants",,HTTP://WWW.SAGINAWRIVER.COM/,Bay,Sault Ste. Marie
Taylor Historical Society,42.22635,-83.27696,HSC,,,Located inside Taylor City Hall[65],,https://en.wikipedia.org/wiki/Taylor_Veterans_Museum?action=edit&redlink=1,Wayne,Taylor
Highland Township Historical Society,42.65496,-83.63486,HSC,,,,,HTTP://HIGHLANDTOWNSHIPHISTORICALSOCIETY.COM/,Oakland,Highland
Michigan Black Horsemans Association,42.42308,-83.17031,HSC,,,,,,Wayne,Detroit
Lovells Township Historical Society,44.6899,-84.71213,HSC,,,,,HTTP://WWW.LOVELLSMUSEUM.COM,Crawford,
Goodrich-Atlas Area Historical Society,42.90933,-83.48558,HSC,,,,,,Genesee,
Oakland Township Historical Society,42.78475,-83.14617,HSC,,,,,HTTP://WWW.OAKLANDTOWNSHIPHISTORICALSOCIETY.ORG,Oakland,
